PFT,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,biovolume_size_class,normalized_biovolume_mean,normalized_biovolume_std,equivalent_circular_diameter_mean,normalized_abundance_mean,normalized_abundance_std
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,1596484088.142202,0.0009125539964260298,,1450.068963877236,7.613095863815821e-05,
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,3198238305.1719217,0.00046604439590109596,,1827.9770239256288,3.784163582820515e-05,
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-170.5,1.0,201.0,1,6368819972.300732,4.879894921799269e-05,,2299.7825984209894,3.5018244891810028e-06,
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,1596484088.142202,0.0002608198630172277,,1450.068963877236,2.0999317179111033e-05,
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,3198238305.1719217,9.701718072888164e-05,,1827.9770239256288,7.455653929826798e-06,
Crustaceans,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,6368819972.300732,8.267119731015385e-05,,2299.7825984209894,6.036959575095316e-06,
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,790284465.9346219,0.0003153388651748317,,1147.0832576583095,2.8075722691391175e-05,
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,1596484088.142202,0.0001682837307281828,,1450.068963877236,1.4999512270793594e-05,
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,3198238305.1719217,5.568822694267873e-05,,1827.9770239256288,4.659783706141749e-06,
Mesophytoplankton,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,6368819972.300732,6.0065235839054525e-05,,2299.7825984209894,4.31211398221094e-06,
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,790284465.9346219,0.00020312704671693056,,1147.0832576583095,1.943703878634774e-05,
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,1596484088.142202,0.00010514390557122096,,1450.068963877236,7.999739877756585e-06,
Rhizaria,1.0,2015,03,South Pacific Ocean,-18.5,-165.5,1.0,201.0,1,3198238305.1719217,9.550949028444676e-05,,1827.9770239256288,7.455653929826798e-06,
Rhizaria,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,790284465.9346219,0.0037929827829155634,,1147.0832576583095,0.0002710256041451982,
Rhizaria,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,1596484088.142202,0.0037101668741111073,,1450.068963877236,0.0002928096551982353,
Rhizaria,1.0,2015,04,South Pacific Ocean,-9.5,-151.5,2.0,201.0,1,6368819972.300732,0.0019818183738541644,,2299.7825984209894,0.00014430510449884548,
Rhizaria,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,1596484088.142202,0.0031251550740641256,,1450.068963877236,0.0002728133562058583,
Rhizaria,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,3198238305.1719217,0.001830877089535728,,1827.9770239256288,0.00014529057925717406,
Rhizaria,1.0,2015,04,South Pacific Ocean,-8.5,-151.5,3.0,201.0,1,6368819972.300732,0.0021743274557353624,,2299.7825984209894,0.00013445034744265634,
Rhizaria,1.0,2015,04,South Pacific Ocean,-6.5,-151.5,2.0,201.0,1,3198238305.1719217,0.004396536382043872,,1827.9770239256288,0.0003270742090964458,
Rhizaria,1.0,2015,04,South Pacific Ocean,-6.5,-151.5,2.0,201.0,1,6368819972.300732,0.002192323492600587,,2299.7825984209894,0.0001513354867100848,
Rhizaria,1.0,2015,04,South Pacific Ocean,-6.5,-151.5,2.0,201.0,1,12713151508.920866,0.0026891221847090297,,2895.6864471140507,0.00017495155750304483,
Crustaceans,1.0,2015,04,South Pacific Ocean,-2.5,-151.5,2.0,201.0,1,790284465.9346219,0.0027798270247221496,,1147.0832576583095,0.000267982444928869,
Crustaceans,1.0,2015,04,South Pacific Ocean,-2.5,-151.5,2.0,201.0,1,1596484088.142202,0.0022564169116110174,,1450.068963877236,0.00016544108452944576,
Crustaceans,1.0,2015,04,South Pacific Ocean,-2.5,-151.5,2.0,201.0,1,3198238305.1719217,0.002074822856744275,,1827.9770239256288,0.00015418894750021293,
Crustaceans,1.0,2015,04,South Pacific Ocean,-1.5,-151.5,3.0,201.0,1,1596484088.142202,0.0029986137736774726,,1450.068963877236,0.000231494642654752,
Crustaceans,1.0,2015,04,South Pacific Ocean,-1.5,-151.5,3.0,201.0,1,3198238305.1719217,0.0016326623535741506,,1827.9770239256288,0.00015102500556664832,
Crustaceans,1.0,2015,04,South Pacific Ocean,-1.5,-151.5,3.0,201.0,1,6368819972.300732,0.001013899049727172,,2299.7825984209894,7.986109953792517e-05,
Detritus,1.0,2015,04,South Pacific Ocean,-1.5,-151.5,3.0,201.0,1,790284465.9346219,0.012823500570667414,,1147.0832576583095,0.0011749260161670624,
Detritus,1.0,2015,04,South Pacific Ocean,-1.5,-151.5,3.0,201.0,1,1596484088.142202,0.004650078640790679,,1450.068963877236,0.0003935408925130784,
Detritus,1.0,2015,04,South Pacific Ocean,-1.5,-151.5,3.0,201.0,1,3198238305.1719217,0.0015286664749970058,,1827.9770239256288,0.0001510250055666483,
Carnivorous_gelatinous,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,790284465.9346219,0.0010226471049618784,,1147.0832576583095,8.796354010341476e-05,
Carnivorous_gelatinous,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,1596484088.142202,0.0009868564082435337,,1450.068963877236,8.145748209899215e-05,
Carnivorous_gelatinous,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,6368819972.300732,0.0009748161709074721,,2299.7825984209894,7.025307380134778e-05,
Crustaceans,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,1596484088.142202,0.004782727857288374,,1450.068963877236,0.0004072874104949607,
Crustaceans,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,3198238305.1719217,0.0017479723515907047,,1827.9770239256288,0.00014098930492869606,
Crustaceans,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,6368819972.300732,0.0012358543642816452,,2299.7825984209894,9.032538060173287e-05,
Detritus,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,2,790284465.9346219,0.02114243213730845,0.0038942410570320285,1147.0832576583095,0.0018954797527399735,0.00041159629291384104
Detritus,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,2,1596484088.142202,0.007875091757534921,0.0013203561162574158,1450.068963877236,0.0006533376817966924,0.0001457392661901899
Detritus,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,2,3198238305.1719217,0.0032356866087888746,0.001124486424530118,1827.9770239256288,0.00027168560996941604,0.0001234820295468779
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,790284465.9346219,0.0025755865599968353,,1147.0832576583095,0.00022619196026592362,
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,1596484088.142202,0.0018308442099710996,,1450.068963877236,0.00013964139788398655,
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,3198238305.1719217,0.0018245822340040476,,1827.9770239256288,0.0001518346360770573,
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,6368819972.300732,0.0005592349449161953,,2299.7825984209894,4.014461360077016e-05,
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-151.5,2.0,201.0,1,25468270205.310867,0.0005355560493459005,,3650.3424496887937,3.429622055458543e-05,
Crustaceans,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,3,790284465.9346219,0.004030808483291212,0.0005312737475870787,1147.0832576583095,0.00035135951611743106,4.9329440461581896e-05
Crustaceans,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,3,1596484088.142202,0.0031960443275989973,0.0010469832826768251,1450.0689638772358,0.00026554059523580117,8.031794314671133e-05
Crustaceans,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,3,3198238305.1719217,0.0019839754273594905,0.0013221623375836592,1827.9770239256288,0.00015074985398075418,9.227163939935238e-05
Detritus,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,3,790284465.9346219,0.013994040837186117,0.0015292524537769297,1147.0832576583095,0.0012689806254188097,0.00015449715620189942
Detritus,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,3,1596484088.142202,0.0066388902472516165,0.0017803526902801282,1450.0689638772358,0.0005910267931296311,0.00014254418344968305
Detritus,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,3,3198238305.1719217,0.001147177845998341,0.0004080553424763966,1827.9770239256288,8.802664365184851e-05,2.4956910527029455e-05
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,2,790284465.9346219,0.0022777322795391047,0.00026876607412941136,1147.0832576583095,0.0001934923788239754,2.4767777070646557e-05
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,2,1596484088.142202,0.0015452516474193335,0.0004699353057258576,1450.068963877236,0.00012406347431817417,3.728415482580431e-05
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,2,3198238305.1719217,0.0015403100090504726,0.00034497389821614983,1827.9770239256288,0.00011888951222635152,1.361011318851362e-05
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,1,6368819972.300732,0.0010117488442011034,,2299.7825984209894,7.56794481725151e-05,
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,1,12713151508.920866,0.0012161851594188304,,2895.6864471140507,7.999022639429719e-05,
Rhizaria,1.0,2015,04,South Pacific Ocean,-0.5,-150.5,2.0,201.0,1,25468270205.310867,0.0006647320547864738,,3650.3424496887937,4.618159223383513e-05,
Crustaceans,1.0,2015,04,North Pacific Ocean,1.5,-150.5,2.0,201.0,1,790284465.9346219,0.006711489827366506,,1147.0832576583095,0.0006572099513066973,
Crustaceans,1.0,2015,04,North Pacific Ocean,1.5,-150.5,2.0,201.0,1,1596484088.142202,0.002729033201914888,,1450.068963877236,0.00024344026073032761,
Crustaceans,1.0,2015,04,North Pacific Ocean,1.5,-150.5,2.0,201.0,1,3198238305.1719217,0.0031628143989045512,,1827.9770239256288,0.00022688316924388804,
Detritus,1.0,2015,04,North Pacific Ocean,1.5,-150.5,3.0,201.0,1,790284465.9346219,0.008601598197553233,,1147.0832576583095,0.0008153213308964247,
Detritus,1.0,2015,04,North Pacific Ocean,1.5,-150.5,3.0,201.0,1,1596484088.142202,0.003953914196124141,,1450.068963877236,0.0003610953835911729,
Detritus,1.0,2015,04,North Pacific Ocean,1.5,-150.5,3.0,201.0,1,3198238305.1719217,0.002056994967226297,,1827.9770239256288,0.000152971008878992,
Rhizaria,1.0,2015,04,North Pacific Ocean,1.5,-150.5,2.0,201.0,1,790284465.9346219,0.010580620257895664,,1147.0832576583095,0.0010515359220907158,
Rhizaria,1.0,2015,04,North Pacific Ocean,1.5,-150.5,2.0,201.0,1,1596484088.142202,0.0016954537346729266,,1450.068963877236,0.00016229350715355175,
Rhizaria,1.0,2015,04,North Pacific Ocean,1.5,-150.5,2.0,201.0,1,3198238305.1719217,0.0031892713190101373,,1827.9770239256288,0.0002646970307845361,
Rhizaria,1.0,2015,04,North Pacific Ocean,1.5,-150.5,2.0,201.0,1,12713151508.920866,0.0018268049759500478,,2895.6864471140507,0.00012945013774123829,
Rhizaria,1.0,2015,04,North Pacific Ocean,2.5,-150.5,3.0,201.0,1,790284465.9346219,0.0019232740045347072,,1147.0832576583095,0.00015820715219012918,
Rhizaria,1.0,2015,04,North Pacific Ocean,2.5,-150.5,3.0,201.0,1,1596484088.142202,0.0018520195504758991,,1450.068963877236,0.0001465056573701914,
Rhizaria,1.0,2015,04,North Pacific Ocean,2.5,-150.5,3.0,201.0,1,3198238305.1719217,0.0014777166317986785,,1827.9770239256288,0.0001170354640245676,
Crustaceans,1.0,2015,04,North Pacific Ocean,3.5,-151.5,2.0,201.0,1,790284465.9346219,0.004026363337861796,,1147.0832576583095,0.0003329389607904744,
Crustaceans,1.0,2015,04,North Pacific Ocean,3.5,-151.5,2.0,201.0,1,1596484088.142202,0.0022999665365754517,,1450.068963877236,0.00018498825358844985,
Crustaceans,1.0,2015,04,North Pacific Ocean,3.5,-151.5,2.0,201.0,1,3198238305.1719217,0.0009860308154690906,,1827.9770239256288,7.662518036914538e-05,
Crustaceans,1.0,2015,04,North Pacific Ocean,3.5,-151.5,2.0,201.0,1,6368819972.300732,0.0012197461240363782,,2299.7825984209894,8.863515253501123e-05,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-28.5,45.0,201.0,1,790284465.9346219,0.02405239277646145,,1147.0832576583095,0.0023294532545568144,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-28.5,45.0,201.0,1,1596484088.142202,0.008427406108991994,,1450.068963877236,0.0007190532068188652,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-28.5,45.0,201.0,1,3198238305.1719217,0.0044618634480710065,,1827.9770239256288,0.00033507413672787163,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-21.5,2.0,201.0,1,790284465.9346219,0.19396084372811595,,1147.0832576583095,0.01746625351118138,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-21.5,2.0,201.0,1,1596484088.142202,0.12056536890572046,,1450.068963877236,0.009997765120338488,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-21.5,2.0,201.0,1,3198238305.1719217,0.06839456539465252,,1827.9770239256288,0.005268696637340526,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-21.5,2.0,201.0,1,6368819972.300732,0.031656785107415965,,2299.7825984209894,0.002347508941268773,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-21.5,2.0,201.0,1,12713151508.920866,0.010124724657389412,,2895.6864471140507,0.0007097736218888147,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-21.5,2.0,201.0,1,25468270205.310867,0.006182749701446789,,3650.3424496887937,0.00038567624732288163,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-21.5,2.0,201.0,1,50950559778.40595,0.004812188458587788,,4599.565196841983,0.0002508179532704195,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-21.5,2.0,201.0,1,101705212071.36678,0.0029608216527101053,,5791.372894228102,0.00013255239929948042,
Crustaceans,1.0,2015,05,North Atlantic Ocean,5.5,-20.5,1.0,201.0,1,1596484088.142202,0.003660621882898466,,1450.068963877236,0.00029813073133913576,
Crustaceans,1.0,2015,05,North Atlantic Ocean,5.5,-20.5,1.0,201.0,1,6368819972.300732,0.0027667609832203975,,2299.7825984209894,0.00017141539963769009,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-20.5,1.0,201.0,1,790284465.9346219,0.04262992364129012,,1147.0832576583095,0.0038633113422790037,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-20.5,1.0,201.0,1,1596484088.142202,0.015598721145802547,,1450.068963877236,0.0013415882910261107,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-20.5,1.0,201.0,1,3198238305.1719217,0.007354867291133504,,1827.9770239256288,0.0006483259517907703,
Detritus,1.0,2015,05,North Atlantic Ocean,5.5,-20.5,1.0,201.0,1,6368819972.300732,0.006068403386037067,,2299.7825984209894,0.00042853849909422527,
Mesophytoplankton,1.0,2015,05,North Atlantic Ocean,5.5,-20.5,1.0,201.0,1,790284465.9346219,0.12498808150621799,,1147.0832576583095,0.012180162148574081,
Mesophytoplankton,1.0,2015,05,North Atlantic Ocean,5.5,-20.5,1.0,201.0,1,1596484088.142202,0.01184296655858264,,1450.068963877236,0.0010931460149101644,
Mesophytoplankton,1.0,2015,05,North Atlantic Ocean,5.5,-20.5,1.0,201.0,1,3198238305.1719217,0.002357974028482516,,1827.9770239256288,0.00018523598622593437,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-28.5,3.0,201.0,1,790284465.9346219,0.06986087677777095,,1147.0832576583095,0.006483772918959147,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-28.5,3.0,201.0,1,1596484088.142202,0.024746571286651416,,1450.068963877236,0.0020554962857744566,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-28.5,3.0,201.0,1,3198238305.1719217,0.006334309278220057,,1827.9770239256288,0.0005041305024965918,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-28.5,3.0,201.0,1,6368819972.300732,0.0034672949509229343,,2299.7825984209894,0.00027991018370350767,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-23.5,1.0,201.0,1,790284465.9346219,0.2960620713459322,,1147.0832576583095,0.026410106857072232,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-23.5,1.0,201.0,1,1596484088.142202,0.18854802873545584,,1450.068963877236,0.015623601387958496,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-23.5,1.0,201.0,1,3198238305.1719217,0.10239910254572926,,1827.9770239256288,0.007666389114827641,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-23.5,1.0,201.0,1,6368819972.300732,0.042013952686865516,,2299.7825984209894,0.002999643293849158,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-23.5,1.0,201.0,1,12713151508.920866,0.018352742316357716,,2895.6864471140507,0.0011889397582724639,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-23.5,1.0,201.0,1,25468270205.310867,0.0037387153801447526,,3650.3424496887937,0.00024406151082165698,
Rhizaria,1.0,2015,05,North Atlantic Ocean,6.5,-23.5,1.0,201.0,1,1596484088.142202,0.00405933312354027,,1450.068963877236,0.00033124243225353704,
Rhizaria,1.0,2015,05,North Atlantic Ocean,6.5,-23.5,1.0,201.0,1,3198238305.1719217,0.002298935012169325,,1827.9770239256288,0.00020580910375376217,
Rhizaria,1.0,2015,05,North Atlantic Ocean,6.5,-23.5,1.0,201.0,1,6368819972.300732,0.003011536301223605,,2299.7825984209894,0.0001904535424666132,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,790284465.9346219,0.23501606346725434,,1147.0832576583095,0.02076573184903483,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,1596484088.142202,0.14057712167828465,,1450.068963877236,0.0114066728904785,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,3198238305.1719217,0.10399648137623163,,1827.9770239256288,0.007808516132439133,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,6368819972.300732,0.04879466464594738,,2299.7825984209894,0.003525899394797529,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,12713151508.920866,0.025627541819709436,,2895.6864471140507,0.0016908349263158565,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,25468270205.310867,0.008706314927485016,,3650.3424496887937,0.0005578213569452678,
Detritus,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,50950559778.40595,0.0044382522207853745,,4599.565196841983,0.0002763958720215129,
Rhizaria,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,790284465.9346219,0.019682242449142556,,1147.0832576583095,0.0018531099287852606,
Rhizaria,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,1596484088.142202,0.005173648331088692,,1450.068963877236,0.0005047200394017035,
Rhizaria,1.0,2015,05,North Atlantic Ocean,6.5,-21.5,1.0,201.0,1,3198238305.1719217,0.0027568367401970073,,1827.9770239256288,0.00023519626904937148,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-40.5,2.0,201.0,1,790284465.9346219,0.04273824773235646,,1147.0832576583095,0.003851709218403442,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-40.5,2.0,201.0,1,1596484088.142202,0.020508865781069745,,1450.068963877236,0.0018100304861302476,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-40.5,2.0,201.0,1,3198238305.1719217,0.0072728961947152405,,1827.9770239256288,0.0005953852814880642,
Crustaceans,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,790284465.9346219,0.004246654050562887,,1147.0832576583095,0.00033934005344557684,
Crustaceans,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,6368819972.300732,0.0029558145045604834,,2299.7825984209894,0.00021681420998234655,
Crustaceans,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,12713151508.920866,0.003830802391286133,,2895.6864471140507,0.00025064830827068666,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,790284465.9346219,0.23187609856467156,,1147.0832576583095,0.021039083313625764,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,1596484088.142202,0.10595344973646792,,1450.068963877236,0.008987304149882823,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,3198238305.1719217,0.06589051880433244,,1827.9770239256288,0.005154492946216111,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,6368819972.300732,0.034597600210230284,,2299.7825984209894,0.002493363414796985,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,12713151508.920866,0.02347955645805034,,2895.6864471140507,0.0015540195112782574,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,25468270205.310867,0.01721910063936597,,3650.3424496887937,0.001018754202339378,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,50950559778.40595,0.002837763414924028,,4599.565196841983,0.0001720855525038155,
Mesophytoplankton,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,790284465.9346219,0.3508474827377726,,1147.0832576583095,0.033934005344557684,
Mesophytoplankton,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,1596484088.142202,0.02933828937819363,,1450.068963877236,0.0027653243538100997,
Mesophytoplankton,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,3198238305.1719217,0.010156716619005307,,1827.9770239256288,0.0008200329687161993,
Rhizaria,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,790284465.9346219,0.07418837998048745,,1147.0832576583095,0.007261877143735344,
Rhizaria,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,1596484088.142202,0.014845696072102328,,1450.068963877236,0.0013198138961366384,
Rhizaria,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,3198238305.1719217,0.007251742545148729,,1827.9770239256288,0.0005857378347972852,
Rhizaria,1.0,2015,05,North Atlantic Ocean,7.5,-35.5,2.0,201.0,1,6368819972.300732,0.003971389970143993,,2299.7825984209894,0.0002710177624779332,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-27.5,3.0,201.0,1,790284465.9346219,0.2859680980089401,,1147.0832576583095,0.025753458667673403,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-27.5,3.0,201.0,1,1596484088.142202,0.1671734322238295,,1450.068963877236,0.014011083329143154,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-27.5,3.0,201.0,1,3198238305.1719217,0.09897900064206,,1827.9770239256288,0.007612622538426726,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-27.5,3.0,201.0,1,6368819972.300732,0.03982342935362378,,2299.7825984209894,0.002879560647979989,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-27.5,3.0,201.0,1,12713151508.920866,0.021633073995235348,,2895.6864471140507,0.0014266796937824457,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-27.5,3.0,201.0,1,25468270205.310867,0.0038280557129330623,,3650.3424496887937,0.0002635775607556014,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-27.5,3.0,201.0,1,50950559778.40595,0.0030605218764642996,,4599.565196841983,0.00016325062863605945,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-27.5,3.0,201.0,1,101705212071.36678,0.003013054076677615,,5791.372894228102,0.00015098085644879488,
Crustaceans,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,790284465.9346219,0.007102656086618666,,1147.0832576583095,0.0006725144706658373,
Crustaceans,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,1596484088.142202,0.002920192554593001,,1450.068963877236,0.000266902800497172,
Crustaceans,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,3198238305.1719217,0.0031647541134828235,,1827.9770239256288,0.00024874995235052167,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,790284465.9346219,0.20849998929948116,,1147.0832576583095,0.019022552170262254,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,1596484088.142202,0.10389062467686508,,1450.068963877236,0.008985727616738123,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,3198238305.1719217,0.05676862875640035,,1827.9770239256288,0.00447749914230939,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,6368819972.300732,0.0229739429395427,,2299.7825984209894,0.0016880639914828928,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,12713151508.920866,0.008100852674368556,,2895.6864471140507,0.0005322240688161291,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,25468270205.310867,0.0036168703426457225,,3650.3424496887937,0.0002622075530951767,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,50950559778.40595,0.0022910772443723517,,4599.565196841983,0.0001522519634016808,
Rhizaria,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,790284465.9346219,0.014109159363206444,,1147.0832576583095,0.0012009186976175666,
Rhizaria,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,1596484088.142202,0.012012039491556452,,1450.068963877236,0.0008896760016572399,
Rhizaria,1.0,2015,05,North Atlantic Ocean,7.5,-22.5,1.0,201.0,1,3198238305.1719217,0.0037940844151133617,,1827.9770239256288,0.0002902082777422752,
Crustaceans,1.0,2015,05,North Atlantic Ocean,7.5,-20.5,2.0,201.0,1,790284465.9346219,0.005818329899771536,,1147.0832576583095,0.0004688450167704645,
Crustaceans,1.0,2015,05,North Atlantic Ocean,7.5,-20.5,2.0,201.0,1,1596484088.142202,0.00510333717751365,,1450.068963877236,0.0003798968038507446,
Crustaceans,1.0,2015,05,North Atlantic Ocean,7.5,-20.5,2.0,201.0,1,3198238305.1719217,0.002449617418308108,,1827.9770239256288,0.0002023193712252658,
Detritus,1.0,2015,05,North Atlantic Ocean,7.5,-20.5,1.0,201.0,2,790284465.9346219,0.10687015186181048,0.03300350549246629,1147.0832576583095,0.009743764633141277,0.00304505305944904
